id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
579741;1289614.0;2024-02-08;quinta-feira;07:20:00;BA;415.0;52;ITABUNA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;1033384.0;Motoneta;HONDA/BIZ 125;2023.0;Condutor;Lesões Leves;24.0;Masculino;0.0;1.0;0.0;0.0;-14.843331;-39.334614;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
579847;1289871.0;2024-02-08;quinta-feira;18:00:00;BA;415.0;51;ITABUNA;Sim;Animais na Pista;1;Atropelamento de Animal;Com Vítimas Feridas;Anoitecer;Crescente;Chuva;Simples;Declive;Não;1033581.0;Motocicleta;HONDA/CG 160 FAN;2022.0;Condutor;Lesões Leves;31.0;Masculino;0.0;1.0;0.0;0.0;-14.835485;-39.32356;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
580543;1291649.0;2024-02-11;domingo;14:30:00;BA;415.0;48;ITABUNA;Sim;Demais falhas mecânicas ou elétricas;1;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;1034908.0;Caminhonete;I/NISSAN FRONTIER S MTX4;2019.0;Condutor;Ileso;79.0;Masculino;1.0;0.0;0.0;0.0;-14.81894717;-39.30376053;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
580543;1291651.0;2024-02-11;domingo;14:30:00;BA;415.0;48;ITABUNA;Sim;Demais falhas mecânicas ou elétricas;1;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;1034908.0;Caminhonete;I/NISSAN FRONTIER S MTX4;2019.0;Passageiro;Ileso;39.0;Feminino;1.0;0.0;0.0;0.0;-14.81894717;-39.30376053;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
580543;1291650.0;2024-02-11;domingo;14:30:00;BA;415.0;48;ITABUNA;Sim;Demais falhas mecânicas ou elétricas;1;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;1034908.0;Caminhonete;I/NISSAN FRONTIER S MTX4;2019.0;Passageiro;Ileso;46.0;Feminino;1.0;0.0;0.0;0.0;-14.81894717;-39.30376053;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
581037;1292704.0;2024-02-14;quarta-feira;00:55:00;BA;415.0;31;ILHEUS;Não;Velocidade Incompatível;1;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;1035661.0;Automóvel;RENAULT/SANDERO EXPR 10;2015.0;Condutor;Ileso;45.0;Masculino;1.0;0.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
581037;1292705.0;2024-02-14;quarta-feira;00:55:00;BA;415.0;31;ILHEUS;Não;Velocidade Incompatível;1;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;1035661.0;Automóvel;RENAULT/SANDERO EXPR 10;2015.0;Passageiro;Lesões Leves;24.0;Feminino;0.0;1.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
581037;1292706.0;2024-02-14;quarta-feira;00:55:00;BA;415.0;31;ILHEUS;Não;Velocidade Incompatível;1;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;1035661.0;Automóvel;RENAULT/SANDERO EXPR 10;2015.0;Passageiro;Lesões Graves;40.0;Masculino;0.0;0.0;1.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
581037;1292704.0;2024-02-14;quarta-feira;00:55:00;BA;415.0;31;ILHEUS;Sim;Ingestão de álcool pelo condutor;1;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;1035661.0;Automóvel;RENAULT/SANDERO EXPR 10;2015.0;Condutor;Ileso;45.0;Masculino;1.0;0.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
581037;1292705.0;2024-02-14;quarta-feira;00:55:00;BA;415.0;31;ILHEUS;Sim;Ingestão de álcool pelo condutor;1;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;1035661.0;Automóvel;RENAULT/SANDERO EXPR 10;2015.0;Passageiro;Lesões Leves;24.0;Feminino;0.0;1.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
581037;1292706.0;2024-02-14;quarta-feira;00:55:00;BA;415.0;31;ILHEUS;Sim;Ingestão de álcool pelo condutor;1;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;1035661.0;Automóvel;RENAULT/SANDERO EXPR 10;2015.0;Passageiro;Lesões Graves;40.0;Masculino;0.0;0.0;1.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
585526;1303518.0;2024-03-06;quarta-feira;20:30:00;BA;415.0;29;ILHEUS;Sim;Objeto estático sobre o leito carroçável;1;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1044081.0;Automóvel;FORD/KA SE 1.0 HA C;2019.0;Condutor;Lesões Leves;24.0;Masculino;0.0;1.0;0.0;0.0;-14.787337;-39.219854;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
585538;1303519.0;2024-03-06;quarta-feira;22:30:00;BA;415.0;20;ILHEUS;Sim;Ingestão de álcool pelo condutor;1;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1044082.0;Motocicleta;HONDA/CG 150 TITAN EX;2014.0;Condutor;Lesões Leves;33.0;Feminino;0.0;1.0;0.0;0.0;-14.7988036;-39.16236617;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
585857;1304204.0;2024-03-08;sexta-feira;10:00:00;BA;415.0;61,7;ITAPE;Não;Velocidade Incompatível;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1044664.0;Motocicleta;HONDA/NXR160 BROS ESDD;2023.0;Condutor;Lesões Leves;37.0;Feminino;0.0;1.0;0.0;0.0;-14.856673;-39.409589;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
585857;1304204.0;2024-03-08;sexta-feira;10:00:00;BA;415.0;61,7;ITAPE;Sim;Reação tardia ou ineficiente do condutor;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1044664.0;Motocicleta;HONDA/NXR160 BROS ESDD;2023.0;Condutor;Lesões Leves;37.0;Feminino;0.0;1.0;0.0;0.0;-14.856673;-39.409589;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
586804;1306407.0;2024-03-12;terça-feira;17:30:00;BA;415.0;49;ITABUNA;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;1046397.0;Motocicleta;HONDA/CG 125 FAN;2008.0;Passageiro;Lesões Leves;25.0;Masculino;0.0;1.0;0.0;0.0;-14.82135037;-39.30869764;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
586804;1306405.0;2024-03-12;terça-feira;17:30:00;BA;415.0;49;ITABUNA;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;1046397.0;Motocicleta;HONDA/CG 125 FAN;2008.0;Condutor;Lesões Leves;39.0;Masculino;0.0;1.0;0.0;0.0;-14.82135037;-39.30869764;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
586804;1306409.0;2024-03-12;terça-feira;17:30:00;BA;415.0;49;ITABUNA;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;1046398.0;Caminhonete;FIAT/STRADA ENDURANCE CS;2020.0;Condutor;Ileso;24.0;Masculino;1.0;0.0;0.0;0.0;-14.82135037;-39.30869764;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
586804;1306410.0;2024-03-12;terça-feira;17:30:00;BA;415.0;49;ITABUNA;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;1046398.0;Caminhonete;FIAT/STRADA ENDURANCE CS;2020.0;Passageiro;Ileso;41.0;Masculino;1.0;0.0;0.0;0.0;-14.82135037;-39.30869764;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
588438;1310268.0;2024-03-19;terça-feira;19:40:00;BA;415.0;25;ILHEUS;Sim;Ausência de reação do condutor;1;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1049498.0;Motocicleta;HONDA/CG 160 FAN;2022.0;Condutor;Lesões Leves;26.0;Masculino;0.0;1.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
588438;1310269.0;2024-03-19;terça-feira;19:40:00;BA;415.0;25;ILHEUS;Sim;Ausência de reação do condutor;1;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1049498.0;Motocicleta;HONDA/CG 160 FAN;2022.0;Passageiro;Lesões Leves;47.0;Feminino;0.0;1.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
588438;1310270.0;2024-03-19;terça-feira;19:40:00;BA;415.0;25;ILHEUS;Sim;Ausência de reação do condutor;1;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1049499.0;Automóvel;I/FIAT SIENA EL FLEX;2011.0;Condutor;Ileso;27.0;Masculino;1.0;0.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
588438;1310271.0;2024-03-19;terça-feira;19:40:00;BA;415.0;25;ILHEUS;Sim;Ausência de reação do condutor;1;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1049500.0;Caminhão;VW/9.160 MIB G9 SAFE-ONE;2016.0;Condutor;Ileso;38.0;Masculino;1.0;0.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
588626;1310758.0;2024-03-20;quarta-feira;17:15:00;BA;415.0;49;ITABUNA;Sim;Velocidade Incompatível;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1049944.0;Motocicleta;HONDA/CG 160 FAN;2019.0;Condutor;Lesões Graves;52.0;Masculino;0.0;0.0;1.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
588780;1310904.0;2024-03-21;quinta-feira;08:00:00;BA;415.0;28;ILHEUS;Sim;Desrespeitar a preferência no cruzamento;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1050061.0;Motocicleta;HONDA/CG 160 START;2023.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
588780;1310904.0;2024-03-21;quinta-feira;08:00:00;BA;415.0;28;ILHEUS;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1050061.0;Motocicleta;HONDA/CG 160 START;2023.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-14.8482;-39.281986;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
589124;1311734.0;2024-03-22;sexta-feira;23:40:00;BA;415.0;22;ILHEUS;Sim;Ausência de sinalização;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;"Curva;Em Obras";Não;1050753.0;Automóvel;I/FORD FOCUS HC FLEX;2012.0;Condutor;Lesões Graves;32.0;Masculino;0.0;0.0;1.0;0.0;-14.79982039;-39.15995121;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
589124;1311735.0;2024-03-22;sexta-feira;23:40:00;BA;415.0;22;ILHEUS;Sim;Ausência de sinalização;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;"Curva;Em Obras";Não;1050753.0;Automóvel;I/FORD FOCUS HC FLEX;2012.0;Passageiro;Lesões Leves;25.0;Feminino;0.0;1.0;0.0;0.0;-14.79982039;-39.15995121;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
589124;1311733.0;2024-03-22;sexta-feira;23:40:00;BA;415.0;22;ILHEUS;Sim;Ausência de sinalização;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;"Curva;Em Obras";Não;1050752.0;Automóvel;GM/CELTA;2001.0;Condutor;Lesões Leves;28.0;Masculino;0.0;1.0;0.0;0.0;-14.79982039;-39.15995121;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
589881;1313569.0;2024-03-26;terça-feira;16:45:00;BA;415.0;50;ITABUNA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;1052157.0;Automóvel;FIAT/PUNTO ESSENCE 1.6;2012.0;Passageiro;Ileso;49.0;Feminino;1.0;0.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
589881;1313570.0;2024-03-26;terça-feira;16:45:00;BA;415.0;50;ITABUNA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;1052157.0;Automóvel;FIAT/PUNTO ESSENCE 1.6;2012.0;Passageiro;Ileso;32.0;Feminino;1.0;0.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
589881;1313558.0;2024-03-26;terça-feira;16:45:00;BA;415.0;50;ITABUNA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;1052157.0;Automóvel;FIAT/PUNTO ESSENCE 1.6;2012.0;Condutor;Ileso;24.0;Feminino;1.0;0.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
589881;1313560.0;2024-03-26;terça-feira;16:45:00;BA;415.0;50;ITABUNA;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;1052158.0;Motocicleta;YAMAHA/YS150 FAZER SED;2023.0;Condutor;Lesões Leves;44.0;Masculino;0.0;1.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
590482;1316700.0;2024-03-29;sexta-feira;05:50:00;BA;415.0;48,8;ITABUNA;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;1054545.0;Automóvel;FIAT/PUNTO ATTRACTIVE;2012.0;Condutor;Lesões Leves;26.0;Masculino;0.0;1.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
590482;1314931.0;2024-03-29;sexta-feira;05:50:00;BA;415.0;48,8;ITABUNA;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;1053249.0;Ônibus;MBENZ/MPOLO VIAGGIO R;2008.0;Condutor;Ileso;53.0;Masculino;1.0;0.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
596334;1329079.0;2024-04-25;quinta-feira;16:00:00;BA;415.0;21;ILHEUS;Não;Restrição de visibilidade em curvas horizontais;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1064631.0;Caminhão;M.BENZ/ATEGO 2426;2020.0;Condutor;Ileso;46.0;Masculino;1.0;0.0;0.0;0.0;-14.801391;-39.151901;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
596334;1329080.0;2024-04-25;quinta-feira;16:00:00;BA;415.0;21;ILHEUS;Não;Restrição de visibilidade em curvas horizontais;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1064632.0;Motocicleta;HONDA/CG 160 TITAN EX;2015.0;Condutor;Lesões Graves;52.0;Masculino;0.0;0.0;1.0;0.0;-14.801391;-39.151901;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
596334;1329079.0;2024-04-25;quinta-feira;16:00:00;BA;415.0;21;ILHEUS;Não;Reação tardia ou ineficiente do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1064631.0;Caminhão;M.BENZ/ATEGO 2426;2020.0;Condutor;Ileso;46.0;Masculino;1.0;0.0;0.0;0.0;-14.801391;-39.151901;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
596334;1329080.0;2024-04-25;quinta-feira;16:00:00;BA;415.0;21;ILHEUS;Não;Reação tardia ou ineficiente do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1064632.0;Motocicleta;HONDA/CG 160 TITAN EX;2015.0;Condutor;Lesões Graves;52.0;Masculino;0.0;0.0;1.0;0.0;-14.801391;-39.151901;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
596334;1329079.0;2024-04-25;quinta-feira;16:00:00;BA;415.0;21;ILHEUS;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1064631.0;Caminhão;M.BENZ/ATEGO 2426;2020.0;Condutor;Ileso;46.0;Masculino;1.0;0.0;0.0;0.0;-14.801391;-39.151901;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
596334;1329080.0;2024-04-25;quinta-feira;16:00:00;BA;415.0;21;ILHEUS;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;1064632.0;Motocicleta;HONDA/CG 160 TITAN EX;2015.0;Condutor;Lesões Graves;52.0;Masculino;0.0;0.0;1.0;0.0;-14.801391;-39.151901;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
597287;1331426.0;2024-04-29;segunda-feira;18:20:00;BA;415.0;23,3;ILHEUS;Sim;Desrespeitar a preferência no cruzamento;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;1066544.0;Motocicleta;HONDA/CG 160 TITAN;2022.0;Condutor;Ileso;26.0;Masculino;1.0;0.0;0.0;0.0;-14.798818;-39.172107;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
597287;1333291.0;2024-04-29;segunda-feira;18:20:00;BA;415.0;23,3;ILHEUS;Sim;Desrespeitar a preferência no cruzamento;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;1067915.0;Automóvel;I/PEUGEOT 208 GRIFFE AT;2022.0;Condutor;Ileso;22.0;Masculino;1.0;0.0;0.0;0.0;-14.798818;-39.172107;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
597287;1333289.0;2024-04-29;segunda-feira;18:20:00;BA;415.0;23,3;ILHEUS;Sim;Desrespeitar a preferência no cruzamento;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;1067913.0;Motocicleta;HONDA/CG 160 FAN;2020.0;Condutor;Lesões Leves;24.0;Masculino;0.0;1.0;0.0;0.0;-14.798818;-39.172107;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
597287;1334771.0;2024-04-29;segunda-feira;18:20:00;BA;415.0;23,3;ILHEUS;Sim;Desrespeitar a preferência no cruzamento;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;;;NA/NA;;Testemunha;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-14.798818;-39.172107;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
598167;1333629.0;2024-05-04;sábado;03:30:00;BA;415.0;29;ILHEUS;Sim;Manobra de mudança de faixa;1;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Nublado;Simples;Reta;Não;1068230.0;Automóvel;HYUNDAI/HB20 10M COMFORT;2023.0;Condutor;Ileso;37.0;Masculino;1.0;0.0;0.0;0.0;-14.785503;-39.225721;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
598340;1334131.0;2024-05-04;sábado;18:45:00;BA;415.0;51;ITABUNA;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Não;1068616.0;Caminhonete;FIAT/FIORINO IE;2006.0;Condutor;Ileso;;Masculino;1.0;0.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
598340;1334133.0;2024-05-04;sábado;18:45:00;BA;415.0;51;ITABUNA;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Não;;;NA/NA;;Pedestre;Lesões Leves;;Feminino;0.0;1.0;0.0;0.0;-14.81574494;-39.29612388;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
